id,system_id,"name","name_en","alt_en","name_lat","mesh","umls","uri","created_at","updated_at","deleted_at"
309,NULL,"сперматогониите","Spermatogonium","spermatogonium","","A05.360.490.890.900","","http://www.wikidata.org/entity/Q5560024","2020-05-25 11:04:26","2020-06-05 07:26:47",NULL
310,NULL,"гонада","gonad","sex gland","","A05.360.576","","http://www.wikidata.org/entity/Q213456","2020-05-25 11:04:26","2020-05-25 11:04:26",NULL
311,NULL,"пикочен мехур","urinary bladder","bladder","vesica urinaria","A05.810.161","C0005682","http://www.wikidata.org/entity/Q9382","2020-05-25 11:04:26","2020-06-05 07:26:47",NULL
312,NULL,"бъбрек","kidney","","ren","A05.810.453","","http://www.wikidata.org/entity/Q9377","2020-05-25 11:04:26","2020-05-25 11:04:26",NULL
313,NULL,"бъбречна кора","renal cortex","kidney cortex","cortex renalis","A05.810.453.324","","http://www.wikidata.org/entity/Q2307492","2020-05-25 11:04:26","2020-06-05 07:26:47",NULL
314,NULL,"гломерулите","glomerulus","renal glomerulus","","A05.810.453.324.359","C0022663","http://www.wikidata.org/entity/Q909882","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
315,NULL,"бъбречна медула","renal medulla","medulla renalis","medulla renalis","A05.810.453.466","","http://www.wikidata.org/entity/Q2409399","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
316,NULL,"бъбречен таз","renal pelvis","pelvis of the kidney","pelvis renalis","A05.810.453.537","C0227666","http://www.wikidata.org/entity/Q955020","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
317,NULL,"бъбречна чашка","renal calyx","renal calix","","A05.810.453.537.503","C0022651","http://www.wikidata.org/entity/Q2200632","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
318,NULL,"бримка на Хенле","loop of Henle","intermediate tubule","","A05.810.453.736.560.610","","http://www.wikidata.org/entity/Q1813955","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
319,NULL,"уретер","ureter","","ureter","A05.810.776","C0041951","http://www.wikidata.org/entity/Q9385","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
320,NULL,"Viva espana","Viva espana","","","A06","C0014136","http://www.wikidata.org/entity/Q11078","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
321,NULL,"медуларна хромофинова клетка","medullary chromaffin cell","chromaffin cell","","A06.224.161","","http://www.wikidata.org/entity/Q919689","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
322,NULL,"надбъбречна кора","adrenal cortex","","cortex","A06.300.071.140","C0001613","http://www.wikidata.org/entity/Q19065","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
323,NULL,"зона гломерулоза","zona glomerulosa","zona glomerulosa of adrenal gland","","A06.300.071.140.960","C0043518","http://www.wikidata.org/entity/Q3551060","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
324,NULL,"надбъбречна медула","adrenal medulla","","medulla","A06.300.071.265","C0001629","http://www.wikidata.org/entity/Q934888","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
325,NULL,"хипофизно-надбъбречната система","pituitary-adrenal system","","","A06.300.691","","http://www.wikidata.org/entity/Q67086239","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
326,NULL,"Адренална жлеза","adrenal gland","suprarenal gland","glandula suprarenalis","A06.407.071","C0001625","http://www.wikidata.org/entity/Q712294","2020-05-25 11:04:26","2020-05-25 11:04:26",NULL
327,NULL,"паращитовидната","parathyroid","parathyroid gland","glandula parathyroidea","A06.407.560","","http://www.wikidata.org/entity/Q650401","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
328,NULL,"Хипофизна жлеза","pituitary gland","hypophysis","glandula pituitaria","A06.407.747","","http://www.wikidata.org/entity/Q156871","2020-05-25 11:04:26","2020-05-25 11:04:26",NULL
329,NULL,"предна хипофиза","anterior pituitary","anterior lobe of pituitary gland","lobus anterior","A06.407.747.608","C0032008","http://www.wikidata.org/entity/Q356002","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
330,NULL,"задната част на хипофизата","posterior pituitary","Posterior pituitaryもしくはNeurohypophysis","lobus posterior","A06.407.747.734","C0032009","http://www.wikidata.org/entity/Q1503735","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
331,NULL,"щитовидната жлеза","thyroid gland","thyroid","glandula thyroidea","A06.407.900","","http://www.wikidata.org/entity/Q16399","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
332,NULL,"Хипофизна портална система","Hypophyseal portal system","Hypothalamo-Hypophyseal System","","A06.688.357","","http://www.wikidata.org/entity/Q1531242","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
333,NULL," circulatory organ\"","Human Circulatory system","\"Circulation","","vas sanguineum","A07","http://www.wikidata.org/entity/Q11068","2020-05-25 11:04:26","2020-05-25 11:04:26",NULL
334,NULL,"Кръвоносни съдове","blood vessel","edder","vas sanguineum","A07.015","","http://www.wikidata.org/entity/Q988343","2020-05-25 11:04:26","2020-05-25 11:04:26",NULL
335,NULL,"целиакия","celiac artery","coeliac artery","truncus coeliacus","A07.015.114.207","C0007569","http://www.wikidata.org/entity/Q519368","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
336,NULL,"коронарен съд","coronary vessel","coronary vessels","","A07.015.114.269","","http://www.wikidata.org/entity/Q67315798","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
337,NULL,"обща чернодробна артерия","common hepatic artery","hepatic artery","arteria hepatica communis","A07.015.114.407","C0226300","http://www.wikidata.org/entity/Q707236","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
338,NULL,"радиална артерия","radial artery","","Arteria radialis","A07.015.114.740","","http://www.wikidata.org/entity/Q662857","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
339,NULL,"tunica intima","tunica intima","tunica intima of vessel","tunica intima","A07.015.700","C0162864","http://www.wikidata.org/entity/Q1484346","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
340,NULL,"чернодробна вена","hepatic vein","hepatic veins","vv. hepaticae","A07.015.908.380","","http://www.wikidata.org/entity/Q1578686","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
341,NULL,"подкожна вена","saphenous vein","","","A07.015.908.819","","http://www.wikidata.org/entity/Q30015816","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
342,NULL,"кръвна мозъчна бариера","blood–brain barrier","hematoencephalic barrier","","A07.035","","http://www.wikidata.org/entity/Q221694","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
343,NULL,"артерия","artery","arteries","arteria","A07.231.114","C0003842","http://www.wikidata.org/entity/Q9655","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
344,NULL,"аорта","aorta","main artery","aorta","A07.231.114.056","C0003483","http://www.wikidata.org/entity/Q101004","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
345,NULL,"коремна аорта","abdominal aorta","","pars abdominalis aortae","A07.231.114.056.205","","http://www.wikidata.org/entity/Q2264329","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
346,NULL,"гръдна аорта","thoracic aorta","","pars thoracica aortae","A07.231.114.056.372","C1522460","http://www.wikidata.org/entity/Q615993","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
347,NULL,"артериоли","arteriole","arteriola","arteriola","A07.231.114.060","C0003847","http://www.wikidata.org/entity/Q501908","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
348,NULL,"Arteria axillaris","axillary artery","","arteria axillaris","A07.231.114.085","","http://www.wikidata.org/entity/Q502164","2020-05-25 11:04:26","2020-05-25 11:04:26",NULL
349,NULL,"базиларна артерия","basilar artery","","arteria basilaris","A07.231.114.106","","http://www.wikidata.org/entity/Q500339","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
350,NULL,"Arteria brachialis","brachial artery","","arteria brachialis","A07.231.114.139","","http://www.wikidata.org/entity/Q503643","2020-05-25 11:04:26","2020-05-25 11:04:26",NULL
351,NULL,"обща каротидна артерия","common carotid artery","Common carotid artery","Arteria carotis communis","A07.231.114.186.200","C0162859","http://www.wikidata.org/entity/Q214275","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
352,NULL,"Arteria carotis externa","external carotid artery","","arteria carotis externa","A07.231.114.186.200.210","C0007275","http://www.wikidata.org/entity/Q125276","2020-05-25 11:04:26","2020-05-25 11:04:26",NULL
353,NULL,"вътрешна каротидна артерия","internal carotid artery","internal carotid","Arteria carotis interna","A07.231.114.186.200.230","C0007276","http://www.wikidata.org/entity/Q515848","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
354,NULL,"каротиден синус","carotid sinus","sinus caroticus","sinus caroticus","A07.231.114.186.456","","http://www.wikidata.org/entity/Q956224","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
355,NULL,"предна церебрална артерия","anterior cerebral artery","","arteria cerebri anterior","A07.231.114.228.100","","http://www.wikidata.org/entity/Q498935","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
356,NULL,"Кръг на Уилис","Circle of Willis","Willis' circle","circulus arteriosus cerebri","A07.231.114.228.351","","http://www.wikidata.org/entity/Q487595","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
357,NULL,"задна церебрална артерия","posterior cerebral artery","PCA","arteria cerebri posterior","A07.231.114.228.700","C0149576","http://www.wikidata.org/entity/Q492482","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
358,NULL,"Повърхностна епигастрална артерия","Superficial epigastric artery","","Arteria epigastrica superficialis","A07.231.114.330","","http://www.wikidata.org/entity/Q707145","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
359,NULL,"Феморална артерия","femoral artery","","Arteria femoralis","A07.231.114.351","","http://www.wikidata.org/entity/Q707174","2020-05-25 11:04:26","2020-05-25 11:04:26",NULL
360,NULL,"вътрешна илиачна артерия","internal iliac artery","","arteria iliaca interna","A07.231.114.444","C0226364","http://www.wikidata.org/entity/Q532558","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
361,NULL,"долна мезентериална артерия","inferior mesenteric artery","IMA","arteria mesenterica inferior","A07.231.114.565.510","C0162860","http://www.wikidata.org/entity/Q707384","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
362,NULL,"превъзходна мезентериална артерия","superior mesenteric artery","SMA","arteria mesenterica superior","A07.231.114.565.755","C0162861","http://www.wikidata.org/entity/Q367570","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
363,NULL,"офталмологична артерия","ophthalmic artery","","arteria ophthalmica","A07.231.114.622","","http://www.wikidata.org/entity/Q497574","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
364,NULL,"поплитеална артерия","popliteal artery","","arteria poplitea","A07.231.114.681","","http://www.wikidata.org/entity/Q707468","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
365,NULL,"белодробна артерия","pulmonary artery","pulmonary arteries","arteria pulmonalis","A07.231.114.715","C0034052","http://www.wikidata.org/entity/Q206280","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
366,NULL,"бъбречна артерия","renal artery","","arteria renalis","A07.231.114.745","C0035065","http://www.wikidata.org/entity/Q707540","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
367,NULL,"централна артерия на ретината","central retinal artery","","arteria centralis retinae","A07.231.114.765","","http://www.wikidata.org/entity/Q489722","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
368,NULL,"далакова артерия","splenic artery","lienal artery","a. splenica","A07.231.114.814","C0037996","http://www.wikidata.org/entity/Q707326","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
369,NULL,"Arteria subclavia","subclavian artery","","arteria subclavia","A07.231.114.839","C0038530","http://www.wikidata.org/entity/Q490059","2020-05-25 11:04:26","2020-05-25 11:04:26",NULL
370,NULL,"гръбначна артерия","vertebral artery","","arteria vertebralis","A07.231.114.839","C0042559","http://www.wikidata.org/entity/Q516546","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
371,NULL,"вътрешна гръдна артерия","internal thoracic artery","ITA","arteria thoracica interna","A07.231.114.891.525","","http://www.wikidata.org/entity/Q497563","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
372,NULL,"Пъпна артерия","Umbilical artery","","Arteria umbilicalis","A07.231.114.929","","http://www.wikidata.org/entity/Q1724233","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
373,NULL,"улнарна артерия","ulnar artery","","Arteria Ulnaris","A07.231.114.955","","http://www.wikidata.org/entity/Q599817","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
374,NULL,"вена","vein","vena","vena","A07.231.908","C0042449","http://www.wikidata.org/entity/Q9609","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
375,NULL,"аксиларна вена","axillary vein","","vena axillaris","A07.231.908.077","","http://www.wikidata.org/entity/Q682122","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
376,NULL,"азигос вена","azygos vein","","vena azygos","A07.231.908.106","","http://www.wikidata.org/entity/Q591137","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
377,NULL,"Vena brachiocephalica","brachiocephalic vein","innominate vein","vena brachiocephalica","A07.231.908.130","","http://www.wikidata.org/entity/Q2341350","2020-05-25 11:04:26","2020-05-25 11:04:26",NULL
378,NULL,"брахиоцефална артерия","brachiocephalic artery","innominate artery","truncus brachiocephalicus","A07.231.908.130","C0006094","http://www.wikidata.org/entity/Q515917","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
379,NULL,"дурални венозни синуси","dural venous sinuses","dural sinuses","sinus durae matris","A07.231.908.224","","http://www.wikidata.org/entity/Q1322802","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
380,NULL,"кавернозен синус","cavernous sinus","","sinus cavernosus","A07.231.908.224","","http://www.wikidata.org/entity/Q1457751","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
381,NULL,"превъзходен сагитален синус","superior sagittal sinus","","sinus sagittalis superior","A07.231.908.224","","http://www.wikidata.org/entity/Q4115976","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
382,NULL,"напречни синуси","transverse sinuses","lateral sinus","sinus transversus","A07.231.908.224","","http://www.wikidata.org/entity/Q5860395","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
383,NULL,"бедрена вена","femoral vein","","v. femoralis","A07.231.908.314","","http://www.wikidata.org/entity/Q368521","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
384,NULL,"яремна вена","jugular vein","","","A07.231.908.498","","http://www.wikidata.org/entity/Q749592","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
385,NULL,"поплитеална вена","popliteal vein","","v. poplitea","A07.231.908.641","","http://www.wikidata.org/entity/Q2746562","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
386,NULL,"чернодробна портална вена","hepatic portal vein","portal vein","vena portae hepatis","A07.231.908.670.567","","http://www.wikidata.org/entity/Q464543","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
387,NULL,"далака вена","splenic vein","","vena splenica","A07.231.908.670.730","","http://www.wikidata.org/entity/Q3091615","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
388,NULL,"белодробна вена","pulmonary vein","pulmonary veins","venae pulmonales","A07.231.908.713","C0034090","http://www.wikidata.org/entity/Q535352","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
389,NULL,"бъбречна вена","renal vein","","vv. renales","A07.231.908.752","","http://www.wikidata.org/entity/Q132318","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
390,NULL,"Vena subclavia","subclavian vein","","vena subclavia","A07.231.908.877","","http://www.wikidata.org/entity/Q493430","2020-05-25 11:04:26","2020-05-25 11:04:26",NULL
391,NULL,"Главна артерия","vena cava","venae cavae","","A07.231.908.949","C0042460","http://www.wikidata.org/entity/Q372409","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
392,NULL," Inferior\"","inferior vena cava","\"Vena Cava","","vena cava inferior","A07.231.908.949.648","http://www.wikidata.org/entity/Q745438","2020-05-25 11:04:26","2020-05-25 11:04:26",NULL
393,NULL,"Vena cava superior","superior vena cava","anterior vena cava","vena cava superior","A07.231.908.949.815","C0042459","http://www.wikidata.org/entity/Q736995","2020-05-25 11:04:26","2020-05-25 11:04:26",NULL
394,NULL,"човешко сърце","human heart","","cor","A07.541","","http://www.wikidata.org/entity/Q2419844","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
395,NULL,"сърце","heart","","cor","A07.541","","http://www.wikidata.org/entity/Q1072","2020-05-25 11:04:26","2020-06-05 07:26:48",NULL
396,NULL,"ductus arteriosus","ductus arteriosus","","Ductus arteriosus","A07.541.278.395","C0013273","http://www.wikidata.org/entity/Q1163923","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
397,NULL,"truncus arteriosus","truncus arteriosus","","","A07.541.278.930","C0041206","http://www.wikidata.org/entity/Q7847942","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
398,NULL,"предсърден придатък","atrial appendage","atrial appendages","","A07.541.358.100","","http://www.wikidata.org/entity/Q1615482","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
399,NULL,"система за електрическа проводимост на сърцето","electrical conduction system of the heart","heart conduction system","systema conducens cordis","A07.541.409","","http://www.wikidata.org/entity/Q72711","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
400,NULL,"синоатриален възел","sinoatrial node","sinus node","nodus sinuatrialis","A07.541.409.819","","http://www.wikidata.org/entity/Q286020","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
401,NULL,"междувентрикуларна преграда","interventricular septum","ventricular septum","septum interventriculare","A07.541.459","C0225870","http://www.wikidata.org/entity/Q2397680","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
402,NULL,"интератриална септума","interatrial septum","atrial septum","septum interatriale","A07.541.459","C0225836","http://www.wikidata.org/entity/Q2529769","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
403,NULL,"ендокардна възглавница","endocardial cushion","endocardial cushions","","A07.541.459.374","","http://www.wikidata.org/entity/Q2879939","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
404,NULL,"foramen ovale","foramen ovale","","foramen ovale cordis","A07.541.459.500","","http://www.wikidata.org/entity/Q767116","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
405,NULL,"сърдечна клапа","heart valve","heart valves","","A07.541.510","","http://www.wikidata.org/entity/Q215620","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
406,NULL,"аортна клапа","aortic valve","","valva aortae","A07.541.510.110","C0003501","http://www.wikidata.org/entity/Q616071","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
407,NULL,"Chordae tendineae","Chordae tendineae","","chordae tendineae","A07.541.510.240","","http://www.wikidata.org/entity/Q1076385","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
408,NULL,"митрална клапа","mitral valve","left atrioventricular valve","valva atrioventricularis sinistra","A07.541.510.507","C0026264","http://www.wikidata.org/entity/Q369939","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
409,NULL,"белодробна клапа","pulmonary valve","pulmonic valve","valva trunci pulmonalis","A07.541.510.738","C0034086","http://www.wikidata.org/entity/Q1552748","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
410,NULL,"трикуспидна клапа","tricuspid valve","right atrioventricular valve","valva atrioventricularis dextra","A07.541.510.893","C0040960","http://www.wikidata.org/entity/Q1344255","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
411,NULL,"перикард","pericardium","Epicardial","pericardium","A07.541.795","","http://www.wikidata.org/entity/Q193302","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
412,NULL,"нервна система","nervous system","","","A08","","http://www.wikidata.org/entity/Q9404","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
413,NULL,"Централната нервна система","Central nervous system","(CNS)","systema nervosum centrale","A08.186","","http://www.wikidata.org/entity/Q47273","2020-05-25 11:04:27","2020-05-25 11:04:27",NULL
414,NULL,"главен мозък","cerebrum","","telencephalon","A08.186.21.730.885","C0242202","http://www.wikidata.org/entity/Q75855","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
415,NULL,"мозък","brain","animal brain","cerebrum","A08.186.211","C1269537","http://www.wikidata.org/entity/Q1073","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
416,NULL,"мозъчен ствол","brain stem","brainstem","truncus encephali","A08.186.211.132","","http://www.wikidata.org/entity/Q182228","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
417,NULL,"мезенцефалона","mesencephalon","midbrain","mesencephalon","A08.186.211.132.659","","http://www.wikidata.org/entity/Q185080","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
418,NULL,"долен коликулус","inferior colliculus","inferior colliculi","colliculus inferior","A08.186.211.132.659.237.364","","http://www.wikidata.org/entity/Q358512","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
419,NULL,"превъзходен коликулус","superior colliculus","superior colliculi","colliculus superior","A08.186.211.132.659.237.816","","http://www.wikidata.org/entity/Q1109417","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
420,NULL,"церебрален дръжка","cerebral peduncle","","pedunculus cerebri","A08.186.211.132.659.413","","http://www.wikidata.org/entity/Q646944","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
421,NULL,"Едингер “Вестфално ядро","Edinger–Westphal nucleus","Accessory oculomotor nucleus","","A08.186.211.132.659.413.875.381.500","","http://www.wikidata.org/entity/Q165312","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
422,NULL,"рафе ядра","raphe nuclei","","nuclei raphes","A08.186.211.132.659.632","","http://www.wikidata.org/entity/Q2061493","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
423,NULL,"Substantia nigra","substantia nigra","","substantia nigra","A08.186.211.132.659.687","","http://www.wikidata.org/entity/Q753278","2020-05-25 11:04:27","2020-05-25 11:04:27",NULL
424,NULL,"предречна област","pretectal area","pretectum","area pretectalis","A08.186.211.132.659.800.662","C0175354","http://www.wikidata.org/entity/Q640536","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
425,NULL,"среден мозък tegmentum","midbrain tegmentum","","","A08.186.211.132.659.822","","http://www.wikidata.org/entity/Q6841128","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
426,NULL,"мозъчен акведукт","cerebral aqueduct","midbrain cerebral aqueduct","aqueductus cerebri","A08.186.211.132.659.822.187","C0007769","http://www.wikidata.org/entity/Q623016","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
427,NULL,"периакуедуктално сиво","periaqueductal gray","","substantia grisea centralis","A08.186.211.132.659.822.595","","http://www.wikidata.org/entity/Q1243765","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
428,NULL,"червено ядро","red nucleus","","nucleus ruber","A08.186.211.132.659.822.642","","http://www.wikidata.org/entity/Q1751717","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
429,NULL,"ретикуларна формация","reticular formation","","formatio reticularis","A08.186.211.132.772","","http://www.wikidata.org/entity/Q750588","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
430,NULL,"rhombencephalon","rhombencephalon","hindbrain","rhombencephalon","A08.186.211.132.810","","http://www.wikidata.org/entity/Q1137072","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
431,NULL,"Площ пострема","Area postrema","","area postrema","A08.186.211.132.810.406.286","","http://www.wikidata.org/entity/Q640532","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
432,NULL,"самотно ядро","solitary nucleus","nucleus of solitary tract","nuclei tractus solitarii","A08.186.211.132.810.406.750","","http://www.wikidata.org/entity/Q119744","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
433,NULL,"metencephalon","metencephalon","","metencephalon","A08.186.211.132.810.428","","http://www.wikidata.org/entity/Q1500793","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
434,NULL,"Cerebellum","cerebellum","","cerebellum","A08.186.211.132.810.428.200","","http://www.wikidata.org/entity/Q130983","2020-05-25 11:04:27","2020-05-25 11:04:27",NULL
435,NULL,"мозъчни клетки Голджи","cerebellar Golgi cells","cerebellar Golgi cell","","A08.186.211.132.810.428.200.212.150","","http://www.wikidata.org/entity/Q83828950","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
436,NULL,"церебелопонтинов ъгъл","cerebellopontine angle","","angulus pontocerebellaris","A08.186.211.132.810.428.200.462","","http://www.wikidata.org/entity/Q3617410","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
437,NULL,"Понс","pons","","pons","A08.186.211.132.810.428.600","","http://www.wikidata.org/entity/Q192570","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
438,NULL,"кохлеарни ядра","cochlear nuclei","","nuclei cochleares","A08.186.211.132.810.428.600.135","","http://www.wikidata.org/entity/Q387776","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
439,NULL,"Nucleus raphe magnus","Nucleus raphe magnus","","nucleus raphes magnus","A08.186.211.132.810.428.600.650.562.500","","http://www.wikidata.org/entity/Q17143534","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
440,NULL,"Тригеминално двигателно ядро","Trigeminal motor nucleus","","nucleus motorius nervi trigemini","A08.186.211.132.810.428.600.650.718","","http://www.wikidata.org/entity/Q7841673","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
441,NULL,"продълговата медула","medulla oblongata","medulla","medulla oblongata","A08.186.211.132.810.591.500","","http://www.wikidata.org/entity/Q189033","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
442,NULL,"маслено тяло","olivary body","","","A08.186.211.132.810.591.500.574","","http://www.wikidata.org/entity/Q452983","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
443,NULL,"тектоспиналния тракт","tectospinal tract","tectospinal pathway","tractus tectospinalis","A08.186.211.132.810.753","","http://www.wikidata.org/entity/Q7692864","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
444,NULL,"Тригеминалните нервни ядра","Trigeminal nerve nuclei","","","A08.186.211.132.931","","http://www.wikidata.org/entity/Q7841674","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
445,NULL,"гръбначно тригеминално ядро","spinal trigeminal nucleus","","nucleus spinalis nervi trigemini","A08.186.211.132.931.920","","http://www.wikidata.org/entity/Q7577476","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
446,NULL,"камерна система","ventricular system","cerebral ventricles","","A08.186.211.140","C0007799","http://www.wikidata.org/entity/Q105402","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
447,NULL,"четвърта камера","fourth ventricle","","ventriculus quartus","A08.186.211.140.500","C0149556","http://www.wikidata.org/entity/Q1069121","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
448,NULL,"трета камера","third ventricle","","ventriculus tertius","A08.186.211.140.840","C0149555","http://www.wikidata.org/entity/Q662322","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
449,NULL,"амигдалата","amygdala","Amygdaloid","corpus amygdaloideum","A08.186.211.180.090","","http://www.wikidata.org/entity/Q338924","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
450,NULL,"морско конче","hippocampus","","hippocampus","A08.186.211.180.405","","http://www.wikidata.org/entity/Q48360","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
451,NULL,"хипоталамус","hypothalamus","","hypothalamus","A08.186.211.180.497","C0020663","http://www.wikidata.org/entity/Q164386","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
452,NULL,"Септални ядра","Septal nuclei","","nuclei septales","A08.186.211.180.750.800","","http://www.wikidata.org/entity/Q7452044","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
453,NULL,"prosencephalon","prosencephalon","forebrain","prosencephalon","A08.186.211.200","","http://www.wikidata.org/entity/Q507027","2020-05-25 11:04:27","2020-06-05 07:26:48",NULL
